"id","attr_time","attr_azimuth","attr_pitch","attr_roll"
"966","1518810938809","291.963","-0.236605","0.635707"
"967","1518810938819","291.963","-0.236605","0.635707"
"968","1518810938829","291.963","-0.236605","0.635707"
"969","1518810938839","291.963","-0.236704","0.634944"
"970","1518810938852","291.963","-0.23703","0.633643"
"971","1518810938865","291.963","-0.237579","0.632216"
"972","1518810938870","291.963","-0.238381","0.630822"
"973","1518810938879","291.963","-0.239153","0.62927"
"974","1518810938890","291.963","-0.239732","0.628001"
"975","1518810938900","291.963","-0.240309","0.627147"
"976","1518810938910","291.963","-0.240884","0.626705"
"977","1518810938918","291.963","-0.241489","0.626422"
"978","1518810938929","291.963","-0.242251","0.626522"
"979","1518810938939","291.963","-0.242662","0.626938"
"980","1518810938949","291.963","-0.243261","0.627895"
"981","1518810938958","291.963","-0.243826","0.629106"
"982","1518810938970","291.963","-0.244199","0.630602"
"983","1518810938978","291.963","-0.244379","0.632383"
"984","1518810938989","291.963","-0.244431","0.634353"
"985","1518810938998","291.963","-0.244421","0.636006"
"986","1518810939009","291.963","-0.244412","0.637659"
"987","1518810939018","291.963","-0.244595","0.639026"
"988","1518810939030","291.963","-0.244652","0.640171"
"989","1518810939038","291.963","-0.244652","0.640171"
"990","1518810939049","291.963","-0.244652","0.640171"
"991","1518810939058","291.963","-0.244652","0.640171"
"992","1518810939069","291.963","-0.244847","0.639473"
"993","1518810939078","291.963","-0.244851","0.638647"
"994","1518810939090","291.963","-0.244858","0.637407"
"995","1518810939099","291.963","-0.24477","0.636103"
"996","1518810939109","291.963","-0.244778","0.634864"
"997","1518810939118","291.963","-0.245005","0.633912"
"998","1518810939129","291.963","-0.245232","0.633373"
"999","1518810939138","291.963","-0.245232","0.633373"
"1000","1518810939150","291.963","-0.245232","0.633373"
"1001","1518810939158","291.963","-0.245232","0.633373"
"1002","1518810939169","291.963","-0.245609","0.634042"
"1003","1518810939179","291.963","-0.246112","0.634935"
"1004","1518810939190","291.963","-0.246772","0.63621"
"1005","1518810939200","291.963","-0.247496","0.63739"
"1006","1518810939211","291.963","-0.248444","0.638445"
"1007","1518810939220","291.963","-0.24936","0.63934"
"1008","1518810939231","291.963","-0.250405","0.640045"
"1009","1518810939239","291.963","-0.251419","0.640591"
"1010","1518810939249","291.963","-0.252117","0.640786"
"1011","1518810939259","291.963","-0.252784","0.640822"
"1012","1518810939271","291.963","-0.252784","0.640822"
"1013","1518810939279","291.963","-0.253043","0.640029"
"1014","1518810939290","291.963","-0.252827","0.638915"
"1015","1518810939300","291.963","-0.252295","0.63745"
"1016","1518810939310","291.963","-0.252017","0.636018"
"1017","1518810939319","291.963","-0.251454","0.634394"
"1018","1518810939331","291.963","-0.250923","0.632929"
"1019","1518810939339","291.963","-0.250265","0.631241"
"1020","1518810939350","291.963","-0.249605","0.629965"
"1021","1518810939360","291.963","-0.249135","0.628819"
"1022","1518810939370","291.963","-0.248919","0.627705"
"1023","1518810939379","291.963","-0.24899","0.62637"
"1024","1518810939391","291.963","-0.249156","0.6251"
"1025","1518810939399","291.963","-0.249736","0.623832"
"1026","1518810939410","291.963","-0.25041","0.622628"
"1027","1518810939419","291.963","-0.251241","0.621806"
"1028","1518810939430","291.963","-0.25207","0.621398"
"1029","1518810939439","291.963","-0.252545","0.621719"
"1030","1518810939451","291.963","-0.252697","0.622927"
"1031","1518810939459","291.963","-0.252146","0.624768"
"1032","1518810939470","291.963","-0.250477","0.62765"
"1033","1518810939479","291.963","-0.247725","0.630908"
"1034","1518810939490","291.963","-0.244079","0.634669"
"1035","1518810939499","291.963","-0.240147","0.638651"
"1036","1518810939511","291.963","-0.235928","0.642855"
"1037","1518810939519","291.963","-0.232126","0.646234"
"1038","1518810939530","291.963","-0.22941","0.648824"
"1039","1518810939539","291.963","-0.227652","0.650403"
"1040","1518810939550","291.963","-0.226631","0.651096"
"1041","1518810939559","291.963","-0.226631","0.651096"
"1042","1518810939571","291.963","-0.226631","0.651096"
"1043","1518810939579","291.963","-0.2267","0.650175"
"1044","1518810939590","291.963","-0.227026","0.648874"
"1045","1518810939599","291.963","-0.227639","0.647352"
"1046","1518810939610","291.963","-0.228508","0.64545"
"1047","1518810939619","291.963","-0.229377","0.643548"
"1048","1518810939631","291.963","-0.230338","0.642123"
"1049","1518810939639","291.963","-0.230756","0.641299"
"1050","1518810939650","291.963","-0.230756","0.641299"
"1051","1518810939659","291.963","-0.229863","0.641803"
"1052","1518810939670","291.963","-0.228204","0.643033"
"1053","1518810939679","291.963","-0.225617","0.64502"
"1054","1518810939691","291.963","-0.22236","0.647798"
"1055","1518810939699","291.963","-0.219164","0.650894"
"1056","1518810939710","291.963","-0.21635","0.653834"
"1057","1518810939719","291.963","-0.213885","0.656872"
"1058","1518810939730","291.963","-0.211803","0.659752"
"1059","1518810939739","291.963","-0.210615","0.661715"
"1060","1518810939751","291.963","-0.209941","0.662919"
"1061","1518810939759","291.963","-0.209941","0.662919"
"1062","1518810939771","291.963","-0.209941","0.662919"
"1063","1518810939779","291.963","-0.21039","0.662254"
"1064","1518810939790","291.963","-0.211","0.661146"
"1065","1518810939799","291.963","-0.211962","0.659721"
"1066","1518810939811","291.963","-0.213021","0.657947"
"1067","1518810939819","291.963","-0.213859","0.655886"
"1068","1518810939830","291.963","-0.214284","0.653823"
"1069","1518810939839","291.963","-0.21388","0.652168"
"1070","1518810939850","291.963","-0.213189","0.650733"
"1071","1518810939859","291.963","-0.21208","0.650123"
"1072","1518810939871","291.963","-0.210333","0.650049"
"1073","1518810939879","291.963","-0.207818","0.650702"
"1074","1518810939890","291.963","-0.204948","0.652498"
"1075","1518810939899","291.963","-0.202234","0.654675"
"1076","1518810939912","291.963","-0.19971","0.656981"
"1077","1518810939921","291.963","-0.197439","0.659319"
"1078","1518810939933","291.963","-0.195901","0.661599"
"1079","1518810939941","291.963","-0.19519","0.663471"
"1080","1518810939952","291.963","-0.194801","0.664866"
"1081","1518810939962","291.963","-0.194925","0.665503"
"1082","1518810939972","291.963","-0.194925","0.665503"
"1083","1518810939981","291.963","-0.195594","0.665125"
"1084","1518810939993","291.963","-0.19649","0.664209"
"1085","1518810940002","291.963","-0.197641","0.662912"
"1086","1518810940012","291.963","-0.199049","0.661236"
"1087","1518810940021","291.963","-0.199918","0.659334"
"1088","1518810940031","291.963","-0.200343","0.65727"
"1089","1518810940041","291.963","-0.200227","0.655395"
"1090","1518810940053","291.963","-0.199441","0.653896"
"1091","1518810940061","291.963","-0.197826","0.652807"
"1092","1518810940072","291.963","-0.195763","0.652382"
"1093","1518810940082","291.963","-0.193346","0.652686"
"1094","1518810940092","291.963","-0.190797","0.653592"
"1095","1518810940101","291.963","-0.188342","0.654976"
"1096","1518810940113","291.963","-0.186267","0.656617"
"1097","1518810940121","291.963","-0.184859","0.658294"
"1098","1518810940132","291.963","-0.184182","0.659911"
"1099","1518810940141","291.963","-0.183952","0.661276"
"1100","1518810940152","291.963","-0.184168","0.66239"
"1101","1518810940161","291.963","-0.184864","0.662998"
"1102","1518810940173","291.963","-0.185878","0.663544"
"1103","1518810940181","291.963","-0.187086","0.663392"
"1104","1518810940192","291.963","-0.188456","0.662796"
"1105","1518810940202","291.963","-0.190083","0.66182"
"1106","1518810940212","291.963","-0.191743","0.66059"
"1107","1518810940221","291.963","-0.192989","0.659358"
"1108","1518810940233","291.963","-0.193666","0.657741"
"1109","1518810940241","291.963","-0.193642","0.656342"
"1110","1518810940252","291.963","-0.193046","0.654972"
"1111","1518810940261","291.963","-0.191621","0.65401"
"1112","1518810940272","291.963","-0.189622","0.65349"
"1113","1518810940281","291.963","-0.187176","0.653222"
"1114","1518810940293","291.963","-0.184251","0.653459"
"1115","1518810940301","291.963","-0.181133","0.653981"
"1116","1518810940312","291.963","-0.178427","0.654919"
"1117","1518810940322","291.963","-0.17661","0.655768"
"1118","1518810940333","291.963","-0.17562","0.65662"
"1119","1518810940342","291.963","-0.175266","0.657349"
"1120","1518810940354","291.963","-0.17523","0.658016"
"1121","1518810940362","291.963","-0.175767","0.658655"
"1122","1518810940373","291.963","-0.176781","0.659201"
"1123","1518810940382","291.963","-0.178177","0.65959"
"1124","1518810940393","291.963","-0.179735","0.659536"
"1125","1518810940402","291.963","-0.181326","0.659227"
"1126","1518810940414","291.963","-0.182981","0.658823"
"1127","1518810940422","291.963","-0.184382","0.658386"
"1128","1518810940433","291.963","-0.185274","0.657883"
"1129","1518810940557","291.963","-0.185274","0.657883"
"1130","1518810940557","291.963","-0.185274","0.657883"
"1131","1518810940561","291.963","-0.184163","0.657686"
"1132","1518810940561","291.963","-0.181815","0.657069"
"1133","1518810940561","291.963","-0.17864","0.656447"
"1134","1518810940562","291.963","-0.174128","0.656167"
"1135","1518810940562","291.963","-0.168852","0.6562"
"1136","1518810940562","291.963","-0.164531","0.656048"
"1137","1518810940562","291.963","-0.161608","0.655872"
"1138","1518810940562","291.963","-0.159673","0.655257"
"1139","1518810940562","291.963","-0.15939","0.654652"
"1140","1518810940562","291.963","-0.160252","0.653989"
"1141","1518810940562","291.963","-0.162287","0.653842"
"1142","1518810940571","291.963","-0.165179","0.653858"
"1143","1518810940580","291.963","-0.168166","0.653939"
"1144","1518810940592","291.963","-0.171089","0.654115"
"1145","1518810940600","291.963","-0.173917","0.654227"
"1146","1518810940611","291.963","-0.17595","0.654493"
"1147","1518810940621","291.963","-0.177312","0.655136"
"1148","1518810940633","291.963","-0.177593","0.656155"
"1149","1518810940641","291.963","-0.177362","0.65752"
"1150","1518810940653","291.963","-0.176655","0.658978"
"1151","1518810940662","291.963","-0.17509","0.660272"
"1152","1518810940672","291.963","-0.172606","0.661084"
"1153","1518810940683","291.963","-0.169712","0.661481"
"1154","1518810940693","291.963","-0.167169","0.661562"
"1155","1518810940702","291.963","-0.164946","0.661167"
"1156","1518810940714","291.963","-0.162821","0.660424"
"1157","1518810940723","291.963","-0.161176","0.659175"
"1158","1518810940733","291.963","-0.160136","0.657644"
"1159","1518810940742","291.963","-0.159701","0.655829"
"1160","1518810940753","291.963","-0.159743","0.653923"
"1161","1518810940762","291.963","-0.160199","0.652019"
"1162","1518810940774","291.963","-0.161099","0.650276"
"1163","1518810940784","291.963","-0.162156","0.648915"
"1164","1518810940793","291.963","-0.163495","0.648159"
"1165","1518810940802","291.963","-0.165086","0.647851"
"1166","1518810940813","291.963","-0.166834","0.647924"
"1167","1518810940822","291.963","-0.168387","0.648696"
"1168","1518810940834","291.963","-0.169429","0.649814"
"1169","1518810940842","291.963","-0.17012","0.651249"
"1170","1518810940853","291.963","-0.170144","0.652647"
"1171","1518810940862","291.963","-0.169498","0.654424"
"1172","1518810940873","291.963","-0.168059","0.655941"
"1173","1518810940883","291.963","-0.166302","0.65752"
"1174","1518810940894","291.963","-0.164453","0.658622"
"1175","1518810940901","291.963","-0.162544","0.658992"
"1176","1518810940913","291.963","-0.160955","0.658888"
"1177","1518810940922","291.963","-0.160005","0.658247"
"1178","1518810940933","291.963","-0.159566","0.657259"
"1179","1518810940942","291.963","-0.159701","0.655829"
"1180","1518810940953","291.963","-0.160188","0.654084"
"1181","1518810940962","291.963","-0.160993","0.652277"
"1182","1518810940973","291.963","-0.162149","0.650154"
"1183","1518810940982","291.963","-0.163495","0.648159"
"1184","1518810940993","291.963","-0.165032","0.646293"
"1185","1518810941004","291.963","-0.166722","0.645222"
"1186","1518810941014","291.963","-0.168506","0.644629"
"1187","1518810941022","291.963","-0.170348","0.644766"
"1188","1518810941033","291.963","-0.172186","0.645731"
"1189","1518810941042","291.963","-0.173988","0.647362"
"1190","1518810941052","291.963","-0.175819","0.649565"
"1191","1518810941062","291.963","-0.177044","0.652051"
"1192","1518810941074","291.963","-0.177602","0.654502"
"1193","1518810941082","291.963","-0.177398","0.656853"
"1194","1518810941093","291.963","-0.177006","0.658662"
"1195","1518810941102","291.963","-0.176458","0.660089"
"1196","1518810941113","291.963","-0.17623","0.661042"
"1197","1518810941122","291.963","-0.17623","0.661042"
"1198","1518810941134","291.963","-0.17623","0.661042"
"1199","1518810941142","291.963","-0.176743","0.660282"
"1200","1518810941153","291.963","-0.177671","0.659111"
"1201","1518810941162","291.963","-0.178792","0.657655"
"1202","1518810941172","291.963","-0.180169","0.655819"
"1203","1518810941182","291.963","-0.181262","0.653792"
"1204","1518810941194","291.963","-0.182161","0.652049"
"1205","1518810941202","291.963","-0.183187","0.650529"
"1206","1518810941213","291.963","-0.184306","0.649487"
"1207","1518810941222","291.963","-0.185517","0.648922"
"1208","1518810941233","291.963","-0.186692","0.649024"
"1209","1518810941242","291.963","-0.187483","0.649696"
"1210","1518810941253","291.963","-0.188048","0.650906"
"1211","1518810941262","291.963","-0.188421","0.652403"
"1212","1518810941273","291.963","-0.188124","0.654276"
"1213","1518810941282","291.963","-0.187509","0.656211"
"1214","1518810941293","291.963","-0.187053","0.658116"
"1215","1518810941301","291.963","-0.186597","0.66002"
"1216","1518810941314","291.963","-0.186526","0.661355"
"1217","1518810941321","291.963","-0.186806","0.662373"
"1218","1518810941333","291.963","-0.18744","0.662663"
"1219","1518810941342","291.963","-0.188236","0.662509"
"1220","1518810941354","291.963","-0.189257","0.661815"
"1221","1518810941362","291.963","-0.190598","0.660647"
"1222","1518810941373","291.963","-0.192037","0.65913"
"1223","1518810941382","291.963","-0.193414","0.657294"
"1224","1518810941392","291.963","-0.194856","0.655364"
"1225","1518810941402","291.963","-0.196328","0.653593"
"1226","1518810941412","291.963","-0.197608","0.652106"
"1227","1518810941421","291.963","-0.198503","0.651189"
"1228","1518810941433","291.963","-0.199109","0.650907"
"1229","1518810941442","291.963","-0.199109","0.650907"
"1230","1518810941452","291.963","-0.199422","0.651671"
"1231","1518810941462","291.963","-0.19951","0.652975"
"1232","1518810941472","291.963","-0.199596","0.654692"
"1233","1518810941482","291.963","-0.199552","0.656598"
"1234","1518810941493","291.963","-0.199697","0.659046"
"1235","1518810941502","291.963","-0.20013","0.661274"
"1236","1518810941512","291.963","-0.200849","0.66328"
"1237","1518810941521","291.963","-0.20173","0.664843"
"1238","1518810941532","291.963","-0.20287","0.665612"
"1239","1518810941541","291.963","-0.204012","0.665968"
"1240","1518810941551","291.963","-0.205444","0.665691"
"1241","1518810941560","291.963","-0.206783","0.664935"
"1242","1518810941570","291.963","-0.208443","0.663705"
"1243","1518810941580","291.963","-0.209881","0.662188"
"1244","1518810941592","291.963","-0.211194","0.660447"
"1245","1518810941601","291.963","-0.212285","0.658833"
"1246","1518810941613","291.963","-0.212866","0.657152"
"1247","1518810941622","291.963","-0.212843","0.655753"
"1248","1518810941632","291.963","-0.212532","0.654575"
"1249","1518810941642","291.963","-0.212123","0.653747"
"1250","1518810941653","291.963","-0.212123","0.653747"
"1251","1518810941662","291.963","-0.212123","0.653747"
"1252","1518810941673","291.963","-0.21158","0.654347"
"1253","1518810941682","291.963","-0.211223","0.65549"
"1254","1518810941692","291.963","-0.211375","0.656698"
"1255","1518810941702","291.963","-0.211812","0.658099"
"1256","1518810941712","291.963","-0.212408","0.65947"
"1257","1518810941722","291.963","-0.213292","0.660619"
"1258","1518810941733","291.963","-0.214303","0.661578"
"1259","1518810941742","291.963","-0.21554","0.661999"
"1260","1518810941752","291.963","-0.216716","0.6621"
"1261","1518810941762","291.963","-0.218148","0.661822"
"1262","1518810941776","291.963","-0.219646","0.661036"
"1263","1518810941783","291.963","-0.220924","0.659963"
"1264","1518810941793","291.963","-0.222011","0.658762"
"1265","1518810941802","291.963","-0.222559","0.657335"
"1266","1518810941812","291.963","-0.222633","0.655587"
"1267","1518810941822","291.963","-0.222452","0.653806"
"1268","1518810941833","291.963","-0.221859","0.652022"
"1269","1518810941842","291.963","-0.220691","0.650681"
"1270","1518810941852","291.963","-0.219361","0.649783"
"1271","1518810941862","291.963","-0.218093","0.649204"
"1272","1518810941872","291.963","-0.216981","0.649007"
"1273","1518810941882","291.963","-0.216027","0.649192"
"1274","1518810941892","291.963","-0.215229","0.64976"
"1275","1518810941901","291.963","-0.214939","0.650394"
"1276","1518810941913","291.963","-0.21484","0.651156"
"1277","1518810941921","291.963","-0.215122","0.651762"
"1278","1518810941932","291.963","-0.215754","0.652465"
"1279","1518810941942","291.963","-0.216388","0.652754"
"1280","1518810941952","291.963","-0.217404","0.652887"
"1281","1518810941962","291.963","-0.218485","0.652925"
"1282","1518810941973","291.963","-0.219693","0.652773"
"1283","1518810941982","291.963","-0.22103","0.652431"
"1284","1518810941992","291.963","-0.222144","0.652215"
"1285","1518810942001","291.963","-0.222972","0.651806"
"1286","1518810942013","291.963","-0.223167","0.651108"
"1287","1518810942022","291.963","-0.223013","0.650313"
"1288","1518810942033","291.963","-0.222224","0.649227"
"1289","1518810942042","291.963","-0.220833","0.648012"
"1290","1518810942052","291.963","-0.219123","0.646858"
"1291","1518810942062","291.963","-0.21719","0.64583"
"1292","1518810942072","291.963","-0.215796","0.645027"
"1293","1518810942082","291.963","-0.214559","0.644607"
"1294","1518810942093","291.963","-0.21402","0.644381"
"1295","1518810942102","291.963","-0.21402","0.644381"
"1296","1518810942112","291.963","-0.21402","0.644381"
"1297","1518810942122","291.963","-0.21402","0.644381"
"1298","1518810942131","291.963","-0.214528","0.644448"
"1299","1518810942142","291.963","-0.215386","0.644612"
"1300","1518810942153","291.963","-0.216402","0.644745"
"1301","1518810942162","291.963","-0.217609","0.645006"
"1302","1518810942172","291.963","-0.218815","0.645267"
"1303","1518810942181","291.963","-0.22018","0.645497"
"1304","1518810942192","291.963","-0.221545","0.645727"
"1305","1518810942201","291.963","-0.222624","0.646179"
"1306","1518810942213","291.963","-0.223193","0.646563"
"1307","1518810942222","291.963","-0.223194","0.646564"
"1308","1518810942232","291.963","-0.223193","0.646563"
"1309","1518810942242","291.963","-0.222686","0.646497"
"1310","1518810942251","291.963","-0.221733","0.646269"
"1311","1518810942262","291.963","-0.220719","0.645723"
"1312","1518810942272","291.963","-0.219895","0.645305"
"1313","1518810942282","291.963","-0.219072","0.644887"
"1314","1518810942292","291.963","-0.219072","0.644887"
"1315","1518810942302","291.963","-0.219072","0.644887"
"1316","1518810942312","291.963","-0.219266","0.644189"
"1317","1518810942322","291.963","-0.219746","0.643683"
"1318","1518810942332","291.963","-0.220449","0.643052"
"1319","1518810942342","291.963","-0.221436","0.642612"
"1320","1518810942351","291.963","-0.22236","0.642268"
"1321","1518810942361","291.963","-0.223505","0.642211"
"1322","1518810942380","291.963","-0.224775","0.642377"
"1323","1518810942383","291.963","-0.22614","0.642608"
"1324","1518810942392","291.963","-0.227472","0.643092"
"1325","1518810942401","291.963","-0.228994","0.643705"
"1326","1518810942415","291.963","-0.230421","0.644253"
"1327","1518810942421","291.963","-0.23153","0.644864"
"1328","1518810942431","291.963","-0.232226","0.645471"
"1329","1518810942440","291.963","-0.232732","0.645951"
"1330","1518810942459","291.963","-0.232732","0.645951"
"1331","1518810942461","291.963","-0.232732","0.645951"
"1332","1518810942469","291.963","-0.232732","0.645951"
"1333","1518810942479","291.963","-0.232098","0.645662"
"1334","1518810942490","291.963","-0.231402","0.645053"
"1335","1518810942500","291.963","-0.231025","0.644384"
"1336","1518810942512","291.963","-0.231029","0.643558"
"1337","1518810942520","291.963","-0.231224","0.642859"
"1338","1518810942530","291.963","-0.231737","0.6421"
"1339","1518810942539","291.963","-0.232345","0.641404"
"1340","1518810942550","291.963","-0.233112","0.640677"
"1341","1518810942560","291.963","-0.234133","0.639984"
"1342","1518810942574","291.963","-0.235215","0.639609"
"1343","1518810942580","291.963","-0.236457","0.639203"
"1344","1518810942590","291.963","-0.237666","0.639051"
"1345","1518810942600","291.963","-0.238872","0.639311"
"1346","1518810942610","291.963","-0.240204","0.639796"
"1347","1518810942620","291.963","-0.241408","0.64047"
"1348","1518810942631","291.963","-0.242325","0.641365"
"1349","1518810942640","291.963","-0.242923","0.642323"
"1350","1518810942650","291.963","-0.243014","0.643213"
"1351","1518810942661","291.963","-0.243014","0.643213"
"1352","1518810942672","291.963","-0.243014","0.643213"
"1353","1518810942681","291.963","-0.243014","0.643213"
"1354","1518810942692","291.963","-0.242377","0.643336"
"1355","1518810942701","291.963","-0.241648","0.642982"
"1356","1518810942712","291.963","-0.240763","0.642246"
"1357","1518810942721","291.963","-0.239877","0.64151"
"1358","1518810942732","291.963","-0.239407","0.640363"
"1359","1518810942742","291.963","-0.23919","0.63925"
"1360","1518810942753","291.963","-0.239229","0.638169"
"1361","1518810942762","291.963","-0.239616","0.637186"
"1362","1518810942774","291.963","-0.240033","0.636363"
"1363","1518810942782","291.963","-0.240831","0.635795"
"1364","1518810942792","291.963","-0.241565","0.635322"
"1365","1518810942802","291.963","-0.24255","0.635296"
"1366","1518810942812","291.963","-0.243597","0.635588"
"1367","1518810942821","291.963","-0.244706","0.636198"
"1368","1518810942832","291.963","-0.245431","0.637378"
"1369","1518810942842","291.963","-0.246027","0.638749"
"1370","1518810942852","291.963","-0.246114","0.640052"
"1371","1518810942862","291.963","-0.246012","0.641228"
"1372","1518810942872","291.963","-0.24553","0.642147"
"1373","1518810942880","291.963","-0.245113","0.642971"
"1374","1518810942892","291.963","-0.24479","0.643859"
"1375","1518810942901","291.963","-0.244279","0.644205"
"1376","1518810942912","291.963","-0.243422","0.644042"
"1377","1518810942921","291.963","-0.242344","0.64359"
"1378","1518810942933","291.963","-0.241299","0.642885"
"1379","1518810942942","291.963","-0.240257","0.641767"
"1380","1518810942952","291.963","-0.239658","0.64081"
"1381","1518810942962","291.963","-0.239347","0.639632"
"1382","1518810942972","291.963","-0.239195","0.638423"
"1383","1518810942981","291.963","-0.239423","0.637471"
"1384","1518810942993","291.963","-0.239874","0.636393"
"1385","1518810943001","291.963","-0.240354","0.635887"
"1386","1518810943013","291.963","-0.240959","0.635605"
"1387","1518810943022","291.963","-0.241722","0.635704"
"1388","1518810943031","291.963","-0.242481","0.636217"
"1389","1518810943041","291.963","-0.243334","0.637208"
"1390","1518810943052","291.963","-0.243961","0.638737"
"1391","1518810943061","291.963","-0.244205","0.640423"
"1392","1518810943071","291.963","-0.244132","0.64217"
"1393","1518810943080","291.963","-0.244027","0.643759"
"1394","1518810943090","291.963","-0.243956","0.645094"
"1395","1518810943100","291.963","-0.244111","0.645889"
"1396","1518810943111","291.963","-0.244111","0.645889"
"1397","1518810943121","291.963","-0.244111","0.645889"
"1398","1518810943132","291.963","-0.244111","0.645889"
"1399","1518810943142","291.963","-0.244111","0.645889"
"1400","1518810943152","291.963","-0.244179","0.644968"
"1401","1518810943161","291.963","-0.244346","0.643697"
"1402","1518810943173","291.963","-0.244386","0.642204"
"1403","1518810943181","291.963","-0.24468","0.640743"
"1404","1518810943192","291.963","-0.245165","0.639411"
"1405","1518810943202","291.963","-0.245839","0.638207"
"1406","1518810943213","291.963","-0.246606","0.637481"
"1407","1518810943221","291.963","-0.247404","0.636913"
"1408","1518810943233","291.963","-0.247404","0.636913"
"1409","1518810943242","291.963","-0.247404","0.636913"
"1410","1518810943252","291.963","-0.247653","0.637773"
"1411","1518810943261","291.963","-0.247995","0.63911"
"1412","1518810943272","291.963","-0.248335","0.64086"
"1413","1518810943281","291.963","-0.248769","0.642674"
"1414","1518810943293","291.963","-0.249299","0.644552"
"1415","1518810943301","291.963","-0.250052","0.646305"
"1416","1518810943311","291.963","-0.250712","0.64758"
"1417","1518810943321","291.963","-0.251533","0.648411"
"1418","1518810943332","291.963","-0.252357","0.648829"
"1419","1518810943341","291.963","-0.252929","0.648801"
"1420","1518810943353","291.963","-0.25344","0.648454"
"1421","1518810943362","291.963","-0.254048","0.647758"
"1422","1518810943372","291.963","-0.254753","0.646713"
"1423","1518810943381","291.963","-0.255492","0.645414"
"1424","1518810943392","291.963","-0.255976","0.644082"
"1425","1518810943401","291.963","-0.256745","0.642942"
"1426","1518810943412","291.963","-0.257386","0.641993"
"1427","1518810943425","291.963","-0.257994","0.641296"
"1428","1518810943431","291.963","-0.257994","0.641297"
"1429","1518810943441","291.963","-0.257994","0.641296"
"1430","1518810943452","291.963","-0.257959","0.641964"
"1431","1518810943462","291.963","-0.257762","0.643075"
"1432","1518810943472","291.963","-0.257721","0.644569"
"1433","1518810943481","291.963","-0.257489","0.646347"
"1434","1518810943492","291.963","-0.25751","0.648159"
"1435","1518810943501","291.963","-0.257724","0.649686"
"1436","1518810943512","291.963","-0.25813","0.650928"
"1437","1518810943521","291.963","-0.258792","0.65179"
"1438","1518810943532","291.963","-0.259426","0.652079"
"1439","1518810943541","291.963","-0.260158","0.65202"
"1440","1518810943552","291.963","-0.260797","0.651484"
"1441","1518810943563","291.963","-0.26134","0.650883"
"1442","1518810943572","291.963","-0.261758","0.650059"
"1443","1518810943581","291.963","-0.261922","0.649201"
"1444","1518810943592","291.963","-0.26196","0.648121"
"1445","1518810943601","291.963","-0.262029","0.6472"
"1446","1518810943612","291.963","-0.261874","0.646404"
"1447","1518810943621","291.963","-0.261874","0.646404"
"1448","1518810943636","291.963","-0.261874","0.646404"
"1449","1518810943640","291.963","-0.261874","0.646404"
"1450","1518810943651","291.963","-0.261874","0.646404"
"1451","1518810943660","291.963","-0.261874","0.646404"
"1452","1518810943670","291.963","-0.261711","0.647261"
"1453","1518810943680","291.963","-0.261323","0.648245"
"1454","1518810943692","291.963","-0.260872","0.649323"
"1455","1518810943701","291.963","-0.260611","0.650529"
"1456","1518810943712","291.963","-0.260542","0.65145"
"1457","1518810943721","291.963","-0.260542","0.65145"
"1458","1518810943731","291.963","-0.260542","0.65145"
"1459","1518810943743","291.963","-0.260542","0.65145"
"1460","1518810943752","291.963","-0.260542","0.65145"
"1461","1518810943761","291.963","-0.260542","0.65145"
"1462","1518810943773","291.963","-0.261212","0.651073"
"1463","1518810943782","291.963","-0.261694","0.650154"
"1464","1518810943792","291.963","-0.262112","0.64933"
"1465","1518810943801","291.963","-0.262753","0.64838"
"1466","1518810943811","291.963","-0.263299","0.647366"
"1467","1518810943820","291.963","-0.26394","0.646416"
"1468","1518810943832","291.963","-0.264676","0.64553"
"1469","1518810943841","291.963","-0.26503","0.644801"
"1470","1518810943851","291.963","-0.26494","0.643911"
"1471","1518810943862","291.963","-0.264595","0.642987"
"1472","1518810943872","291.963","-0.264154","0.642413"
"1473","1518810943881","291.963","-0.264154","0.642413"
"1474","1518810943892","291.963","-0.264154","0.642413"
"1475","1518810943901","291.963","-0.264154","0.642413"
"1476","1518810943912","291.963","-0.264154","0.642413"
"1477","1518810943921","291.963","-0.264154","0.642413"
"1478","1518810943932","291.963","-0.264154","0.642413"
"1479","1518810943941","291.963","-0.264154","0.642413"
"1480","1518810943952","291.963","-0.264726","0.642384"
"1481","1518810943962","291.963","-0.265488","0.642484"
"1482","1518810943971","291.963","-0.266284","0.642329"
"1483","1518810943981","291.963","-0.267205","0.642398"
"1484","1518810943992","291.963","-0.268159","0.642213"
"1485","1518810944001","291.963","-0.269145","0.642187"
"1486","1518810944012","291.963","-0.270004","0.641938"
"1487","1518810944025","291.963","-0.270738","0.641465"
"1488","1518810944032","291.963","-0.271472","0.640993"
"1489","1518810944042","291.963","-0.272205","0.64052"
"1490","1518810944052","291.963","-0.272205","0.64052"
"1491","1518810944061","291.963","-0.272811","0.640238"
"1492","1518810944072","291.963","-0.273416","0.639955"
"1493","1518810944081","291.963","-0.274022","0.639672"
"1494","1518810944091","291.963","-0.274627","0.63939"
"1495","1518810944101","291.963","-0.275359","0.639331"
"1496","1518810944112","291.963","-0.276152","0.639589"
"1497","1518810944121","291.963","-0.277009","0.639753"
"1498","1518810944132","291.963","-0.277897","0.640076"
"1499","1518810944142","291.963","-0.278531","0.640365"
"1500","1518810944151","291.963","-0.278973","0.64094"
"1501","1518810944161","291.963","-0.279096","0.641576"
"1502","1518810944171","291.963","-0.279538","0.642151"
"1503","1518810944180","291.963","-0.279916","0.642821"
