"id","attr_time","attr_x","attr_y","attr_z"
"1","1518805944674","0.183081","0.109602","-0.423868"
"2","1518805944674","-0.0354998","0.0148953","-0.498075"
"3","1518805944674","-0.0896933","-0.0934318","-0.545947"
"4","1518805944674","-0.0794163","-0.086238","-0.459743"
"5","1518805944695","-0.0865181","-0.0115278","-0.226053"
"6","1518805944713","-0.0883687","0.0482404","0.100724"
"7","1518805944713","0.00783729","0.0539156","0.24339"
"8","1518805944730","0.0426628","0.0584559","0.520334"
"9","1518805944730","0.0935083","0.0314413","0.56184"
"10","1518805944730","0.11503","0.015576","0.34604"
"11","1518805944743","0.187795","-0.0181859","0.0163345"
"12","1518805944761","0.136828","0.0448293","-0.285738"
"13","1518805944761","0.11904","0.0358634","-0.538889"
"14","1518805944773","0.0933164","-0.120712","-0.469419"
"15","1518805944788","-0.19159","-0.0505995","-0.291257"
"16","1518805944789","-0.247128","0.062953","-0.152558"
"17","1518805944799","-0.216856","0.190188","0.0196943"
"18","1518805944813","-0.022167","0.17322","0.103865"
"19","1518805944827","0.101022","0.0964368","0.253564"
"20","1518805944830","0.172758","-0.00904442","0.31203"
"21","1518805944842","0.228231","-0.0857678","0.188331"
"22","1518805944857","0.1845","-0.106923","0.074048"
"23","1518805944859","0.00777468","-0.0606376","0.162672"
"24","1518805944873","-0.147014","0.00895249","0.375311"
"25","1518805944892","-0.125273","0.0186545","0.242785"
"26","1518805944892","-0.0657406","0.00534652","-0.0413685"
"27","1518805944910","0.0374322","0.00427721","-0.299338"
"28","1518805944910","0.0146224","0.0302376","-0.23181"
"29","1518805944925","-0.097481","0.051006","-0.162462"
"30","1518805944930","-0.112462","0.000580974","-0.0916615"
"31","1518805944933","-0.126363","0.0253652","0.00328827"
"32","1518805944933","-0.160468","0.0126305","0.0160389"
"33","1518805944933","-0.170514","-0.0205423","0.0243235"
"34","1518805944933","-0.15365","-0.0164338","0.0137119"
"35","1518805944933","-0.128666","-0.0591172","-0.0120153"
"36","1518805944933","-0.053132","-0.0300549","-0.00961208"
"37","1518805944934","-0.021436","-0.0336211","-0.0115204"
"38","1518805944934","0.00392082","0.0114116","0.0310078"
"39","1518805944934","-0.0102713","0.00912925","-0.0135021"
"40","1518805944934","0.0109372","0.0111342","0.0447454"
"41","1518805944934","-0.0774442","0.0184845","0.00898075"
"42","1518805944934","-0.115587","0.00137965","-0.0177164"
"43","1518805944934","-0.0330917","-0.0103888","0.0394583"
"44","1518805944934","0.0329047","0.00701232","-1.62144"
"45","1518805944934","0.721621","-0.45026","-0.253248"
"46","1518805944934","-0.606433","-0.176328","2.58051"
"47","1518805944934","-0.280196","0.0983653","1.06264"
"48","1518805944934","0.266191","0.210856","-1.65143"
"49","1518805944934","-0.0666988","0.0614214","-0.0148249"
"50","1518805944934","-0.156792","-0.741931","0.384632"
"51","1518805944934","0.675212","-0.0533966","-0.12901"
"52","1518805944934","0.951985","-0.211274","0.609328"
"53","1518805944935","-0.0792814","0.254288","-0.702014"
"54","1518805944935","-2.22593","-0.0972902","2.63331"
"55","1518805944935","1.66509","-0.912955","0.647098"
"56","1518805944935","1.35889","-0.0542209","0.266758"
"57","1518805944935","-0.447139","-0.0108146","-0.275026"
"58","1518805944935","-0.0684828","0.418487","0.594032"
"59","1518805944935","-0.537472","1.34613","-0.35032"
"60","1518805944935","0.171464","1.51554","-0.389435"
"61","1518805944935","-0.705613","0.915539","0.100266"
"62","1518805944935","-2.1313","1.23619","-1.69538"
"63","1518805944935","0.407665","0.646089","-2.32168"
"64","1518805944935","-0.376827","0.752468","-2.57945"
"65","1518805944935","1.02592","0.963989","-0.785979"
"66","1518805944935","-0.544955","0.845892","0.443852"
"67","1518805944935","-0.194621","1.6191","1.70737"
"68","1518805944935","-0.343408","1.40446","1.86199"
"69","1518805944935","0.0872879","0.386131","1.3172"
"70","1518805944935","0.498884","0.0618153","0.394857"
"71","1518805944935","-0.104648","0.823282","-1.16473"
"72","1518805944935","-0.0243403","1.5378","-0.828354"
"73","1518805944935","0.444059","1.03679","-0.423256"
"74","1518805944936","1.55813","-0.310247","-2.81333"
"75","1518805944936","-0.427572","0.906801","-4.93991"
"76","1518805944936","-0.414844","0.501336","-3.61673"
"77","1518805944936","-4.6952","1.71313","1.23626"
"78","1518805944936","-0.0230079","1.29772","4.04602"
"79","1518805944936","-2.428","0.281585","7.81658"
"80","1518805944936","-0.122755","0.183129","1.45323"
"81","1518805944936","0.83269","0.56598","-1.37918"
"82","1518805944936","0.499511","0.0103221","-2.153"
"83","1518805944936","-0.506385","-0.447612","-3.27389"
"84","1518805944936","0.447254","-1.39625","-1.39324"
"85","1518805944936","0.761957","-0.41787","1.85239"
"86","1518805944937","0.619143","-0.428151","0.86132"
"87","1518805944937","0.464667","-0.242919","-2.04042"
"88","1518805944937","0.816111","-0.502718","-4.09365"
"89","1518805944937","0.378984","-2.56085","-2.29806"
"90","1518805944937","-0.631538","-0.809406","0.159338"
